Salary_Fact_ID,Date_ID,Employee_ID,Department_ID,Salary_ID,Amount,Minimum_Salary,Average_Salary,Maximum_Salary
60,12,5,5,5,"7881,31","533,82","6578,92","13576,27"
61,1,6,6,6,"17021,81","418,11","8185,67","16895,39"
62,2,6,6,6,"15619,25","418,11","8185,67","16895,39"
63,3,6,6,6,"4870,85","418,11","8185,67","16895,39"
64,4,6,6,6,"10535,28","418,11","8185,67","16895,39"
65,5,6,6,6,"9039,07","418,11","8185,67","16895,39"
66,6,6,6,6,"1267,59","418,11","8185,67","16895,39"
67,7,6,6,6,"6063,64","418,11","8185,67","16895,39"
68,8,6,6,6,"13986,79","418,11","8185,67","16895,39"
69,9,6,6,6,"8085,3","418,11","8185,67","16895,39"
70,10,6,6,6,"2590,09","418,11","8185,67","16895,39"
71,11,6,6,6,"544,53","418,11","8185,67","16895,39"
72,12,6,6,6,"10120,84","418,11","8185,67","16895,39"
73,1,7,7,7,"1069,34","1023,57","6867,12","12482,56"
74,2,7,7,7,"9871,62","1023,57","6867,12","12482,56"
75,3,7,7,7,"4133,19","1023,57","6867,12","12482,56"
76,4,7,7,7,"10184,74","1023,57","6867,12","12482,56"
77,5,7,7,7,"11994,69","1023,57","6867,12","12482,56"
78,6,7,7,7,"7339,05","1023,57","6867,12","12482,56"
79,7,7,7,7,"8798,75","1023,57","6867,12","12482,56"
80,8,7,7,7,"2203,82","1023,57","6867,12","12482,56"
81,9,7,7,7,"12528,33","1023,57","6867,12","12482,56"
82,10,7,7,7,"3855,21","1023,57","6867,12","12482,56"
83,11,7,7,7,"4191,63","1023,57","6867,12","12482,56"
84,12,7,7,7,"6784,26","1023,57","6867,12","12482,56"
85,1,8,8,8,"6633,94","369,19","7832,17","13825,8"
86,2,8,8,8,"11341,82","369,19","7832,17","13825,8"
87,3,8,8,8,"10657,22","369,19","7832,17","13825,8"
88,4,8,8,8,"7673,09","369,19","7832,17","13825,8"
89,5,8,8,8,"6051,34","369,19","7832,17","13825,8"
90,6,8,8,8,"746,73","369,19","7832,17","13825,8"
91,7,8,8,8,"672,52","369,19","7832,17","13825,8"
92,8,8,8,8,"13643,89","369,19","7832,17","13825,8"
93,9,8,8,8,"3949,55","369,19","7832,17","13825,8"
94,10,8,8,8,"8642,54","369,19","7832,17","13825,8"
95,11,8,8,8,"13484,18","369,19","7832,17","13825,8"
96,12,8,8,8,"14129,13","369,19","7832,17","13825,8"
97,1,9,9,9,"2953,71","1310,8","12455,35","21137,49"
98,2,9,9,9,"17323,63","1310,8","12455,35","21137,49"
99,3,9,9,9,"8912,29","1310,8","12455,35","21137,49"
100,4,9,9,9,"21341,25","1310,8","12455,35","21137,49"
101,5,9,9,9,"7796,35","1310,8","12455,35","21137,49"
102,6,9,9,9,"16283,62","1310,8","12455,35","21137,49"
103,7,9,9,9,"16792,45","1310,8","12455,35","21137,49"
104,8,9,9,9,"17667,33","1310,8","12455,35","21137,49"
105,9,9,9,9,"21889,31","1310,8","12455,35","21137,49"
106,10,9,9,9,"4747,87","1310,8","12455,35","21137,49"
107,11,9,9,9,"2062,62","1310,8","12455,35","21137,49"
108,12,9,9,9,"20715,57","1310,8","12455,35","21137,49"
109,1,10,10,10,"15593,33","1279,4","9785,33","16541,32"
110,2,10,10,10,"2516,32","1279,4","9785,33","16541,32"
111,3,10,10,10,"7934,61","1279,4","9785,33","16541,32"
112,4,10,10,10,"1608,38","1279,4","9785,33","16541,32"
113,5,10,10,10,"16541,32","1279,4","9785,33","16541,32"
114,6,10,10,10,"8007,5","1279,4","9785,33","16541,32"
115,7,10,10,10,"14049,27","1279,4","9785,33","16541,32"
116,8,10,10,10,"14801,91","1279,4","9785,33","16541,32"
117,9,10,10,10,"15481,53","1279,4","9785,33","16541,32"
118,10,10,10,10,"1279,4","1279,4","9785,33","16541,32"
119,11,10,10,10,"14977,2","1279,4","9785,33","16541,32"
120,12,10,10,10,"4633,22","1279,4","9785,33","16541,32"
121,1,11,11,11,"8070,72","1442,3","6900,69","11485,82"
122,2,11,11,11,"11580,19","1442,3","6900,69","11485,82"
123,3,11,11,11,"10516,99","1442,3","6900,69","11485,82"
124,4,11,11,11,"7602,88","1442,3","6900,69","11485,82"
125,5,11,11,11,"12475,06","1442,3","6900,69","11485,82"
126,6,11,11,11,"4110,56","1442,3","6900,69","11485,82"
127,7,11,11,11,"7259,75","1442,3","6900,69","11485,82"
128,8,11,11,11,"2431,54","1442,3","6900,69","11485,82"
129,9,11,11,11,"11554,04","1442,3","6900,69","11485,82"
130,10,11,11,11,"6346,87","1442,3","6900,69","11485,82"
131,11,11,11,11,"5183,46","1442,3","6900,69","11485,82"
132,12,11,11,11,"7547,11","1442,3","6900,69","11485,82"
133,1,12,12,12,"5279,54","1012,79","5496,82","7844,05"
134,2,12,12,12,"1187,18","1012,79","5496,82","7844,05"
135,3,12,12,12,"7070,66","1012,79","5496,82","7844,05"
136,4,12,12,12,"5280,26","1012,79","5496,82","7844,05"
137,5,12,12,12,"7677,83","1012,79","5496,82","7844,05"
138,6,12,12,12,"5705,07","1012,79","5496,82","7844,05"
139,7,12,12,12,"5219,41","1012,79","5496,82","7844,05"
140,8,12,12,12,"6144,21","1012,79","5496,82","7844,05"
141,9,12,12,12,"6841,17","1012,79","5496,82","7844,05"
142,10,12,12,12,"6542,77","1012,79","5496,82","7844,05"
143,11,12,12,12,"3087,99","1012,79","5496,82","7844,05"
144,12,12,12,12,"8018,44","1012,79","5496,82","7844,05"
145,1,13,13,13,"394,08","309,66","4940,74","11160,14"
146,2,13,13,13,"7674,51","309,66","4940,74","11160,14"
147,3,13,13,13,"4361,65","309,66","4940,74","11160,14"
148,4,13,13,13,"6652,76","309,66","4940,74","11160,14"
149,5,13,13,13,"10220,4","309,66","4940,74","11160,14"
150,6,13,13,13,"5299,35","309,66","4940,74","11160,14"
151,7,13,13,13,"7349,7","309,66","4940,74","11160,14"
152,8,13,13,13,"1180,45","309,66","4940,74","11160,14"
153,9,13,13,13,"11244,56","309,66","4940,74","11160,14"
154,10,13,13,13,"4383,23","309,66","4940,74","11160,14"
155,11,13,13,13,"612,82","309,66","4940,74","11160,14"
156,12,13,13,13,"928,4","309,66","4940,74","11160,14"
157,1,14,14,14,"12209,52","5200,19","11617,26","17958,05"
158,2,14,14,14,"13980,25","5200,19","11617,26","17958,05"
159,3,14,14,14,"14315,41","5200,19","11617,26","17958,05"
160,4,14,14,14,"6633,22","5200,19","11617,26","17958,05"
161,5,14,14,14,"6955,3","5200,19","11617,26","17958,05"
162,6,14,14,14,"9025,73","5200,19","11617,26","17958,05"
163,7,14,14,14,"17958,05","5200,19","11617,26","17958,05"
164,8,14,14,14,"13468,47","5200,19","11617,26","17958,05"
165,9,14,14,14,"5200,19","5200,19","11617,26","17958,05"
166,10,14,14,14,"14113,17","5200,19","11617,26","17958,05"
167,11,14,14,14,"12241,76","5200,19","11617,26","17958,05"
168,12,14,14,14,"13306,07","5200,19","11617,26","17958,05"
169,1,15,15,15,"8377,37","1298,52","10710,92","19384,09"
170,2,15,15,15,"7012,42","1298,52","10710,92","19384,09"
171,3,15,15,15,"1298,52","1298,52","10710,92","19384,09"
172,4,15,15,15,"7208,21","1298,52","10710,92","19384,09"
173,5,15,15,15,"19004,79","1298,52","10710,92","19384,09"
174,6,15,15,15,"10585,83","1298,52","10710,92","19384,09"
175,7,15,15,15,"17228,43","1298,52","10710,92","19384,09"
176,8,15,15,15,"7963,86","1298,52","10710,92","19384,09"
177,9,15,15,15,"13334,31","1298,52","10710,92","19384,09"
178,10,15,15,15,"19384,09","1298,52","10710,92","19384,09"
179,11,15,15,15,"11193,47","1298,52","10710,92","19384,09"
180,12,15,15,15,"5939,69","1298,52","10710,92","19384,09"
181,1,16,16,16,"4944,55","2051,22","12719,34","27302,09"
182,2,16,16,16,"12585,51","2051,22","12719,34","27302,09"
183,3,16,16,16,"19359,77","2051,22","12719,34","27302,09"
184,4,16,16,16,"12503,63","2051,22","12719,34","27302,09"
185,5,16,16,16,"3460,19","2051,22","12719,34","27302,09"
186,6,16,16,16,"13108,54","2051,22","12719,34","27302,09"
187,7,16,16,16,"27302,09","2051,22","12719,34","27302,09"
188,8,16,16,16,"26963,39","2051,22","12719,34","27302,09"
189,9,16,16,16,"2051,22","2051,22","12719,34","27302,09"
190,10,16,16,16,"4081,69","2051,22","12719,34","27302,09"
191,11,16,16,16,"2154,84","2051,22","12719,34","27302,09"
192,12,16,16,16,"24116,64","2051,22","12719,34","27302,09"
193,1,17,17,17,"1645,21","1352,76","6162,94","9682,89"
194,2,17,17,17,"6615,39","1352,76","6162,94","9682,89"
195,3,17,17,17,"6521,59","1352,76","6162,94","9682,89"
196,4,17,17,17,"7285,92","1352,76","6162,94","9682,89"
197,5,17,17,17,"3985,67","1352,76","6162,94","9682,89"
198,6,17,17,17,"9975,34","1352,76","6162,94","9682,89"
199,7,17,17,17,"8828,67","1352,76","6162,94","9682,89"
200,8,17,17,17,"5839,64","1352,76","6162,94","9682,89"
201,9,17,17,17,"3856,44","1352,76","6162,94","9682,89"
202,10,17,17,17,"6635,78","1352,76","6162,94","9682,89"
203,11,17,17,17,"8014,97","1352,76","6162,94","9682,89"
204,12,17,17,17,"8260,06","1352,76","6162,94","9682,89"
205,1,18,18,10,"17895,77","771,29","9785,33","19766,51"
206,2,18,18,10,"12339,91","771,29","9785,33","19766,51"
207,3,18,18,10,"19766,51","771,29","9785,33","19766,51"
208,4,18,18,10,"5613,35","771,29","9785,33","19766,51"
209,5,18,18,10,"1247,37","771,29","9785,33","19766,51"
210,6,18,18,10,"12827,46","771,29","9785,33","19766,51"
211,7,18,18,10,"14142,01","771,29","9785,33","19766,51"
212,8,18,18,10,"9542,23","771,29","9785,33","19766,51"
213,9,18,18,10,"8113,55","771,29","9785,33","19766,51"
214,10,18,18,10,"13894,56","771,29","9785,33","19766,51"
215,11,18,18,10,"771,29","771,29","9785,33","19766,51"
216,12,18,18,10,"1269,99","771,29","9785,33","19766,51"
217,1,19,19,10,"9599,18","2369,39","9785,33","16852,68"
218,2,19,19,10,"9800,99","2369,39","9785,33","16852,68"
219,3,19,19,10,"10053,52","2369,39","9785,33","16852,68"
220,4,19,19,10,"8923,27","2369,39","9785,33","16852,68"
221,5,19,19,10,"12005,69","2369,39","9785,33","16852,68"
222,6,19,19,10,"7267,89","2369,39","9785,33","16852,68"
223,7,19,19,10,"15977,51","2369,39","9785,33","16852,68"
224,8,19,19,10,"16852,68","2369,39","9785,33","16852,68"
225,9,19,19,10,"11730,53","2369,39","9785,33","16852,68"
226,10,19,19,10,"5227,53","2369,39","9785,33","16852,68"
227,11,19,19,10,"7615,82","2369,39","9785,33","16852,68"
228,12,19,19,10,"2369,39","2369,39","9785,33","16852,68"
229,1,20,20,18,"15739,4","944,22","9214,34","15859,24"
230,2,20,20,18,"15859,24","944,22","9214,34","15859,24"
231,3,20,20,18,"3528,2","944,22","9214,34","15859,24"
232,4,20,20,18,"12586,27","944,22","9214,34","15859,24"
233,5,20,20,18,"13897,13","944,22","9214,34","15859,24"
234,6,20,20,18,"3104,05","944,22","9214,34","15859,24"
235,7,20,20,18,"1855,17","944,22","9214,34","15859,24"
236,8,20,20,18,"944,22","944,22","9214,34","15859,24"
237,9,20,20,18,"15407,92","944,22","9214,34","15859,24"
238,10,20,20,18,"7278,79","944,22","9214,34","15859,24"
239,11,20,20,18,"5828,8","944,22","9214,34","15859,24"
240,12,20,20,18,"14542,95","944,22","9214,34","15859,24"
241,1,21,21,19,"11767,27","5,38","5103,33","11243,12"
242,2,21,21,19,"529,53","5,38","5103,33","11243,12"
243,3,21,21,19,"1083,31","5,38","5103,33","11243,12"
244,4,21,21,19,"746,45","5,38","5103,33","11243,12"
245,5,21,21,19,"11633,65","5,38","5103,33","11243,12"
246,6,21,21,19,"2370,61","5,38","5103,33","11243,12"
247,7,21,21,19,"11672,5","5,38","5103,33","11243,12"
248,8,21,21,19,"11351,41","5,38","5103,33","11243,12"
249,9,21,21,19,"4068,99","5,38","5103,33","11243,12"
250,10,21,21,19,"1117,18","5,38","5103,33","11243,12"
251,11,21,21,19,"7500,2","5,38","5103,33","11243,12"
252,12,21,21,19,"3688,7","5,38","5103,33","11243,12"
253,1,22,22,20,"1827,42","271,6","5103,33","10648,17"
254,2,22,22,20,"6115,56","271,6","5103,33","10648,17"
255,3,22,22,20,"11058,15","271,6","5103,33","10648,17"
256,4,22,22,20,"2286,04","271,6","5103,33","10648,17"
257,5,22,22,20,"3121,8","271,6","5103,33","10648,17"
258,6,22,22,20,"9502,35","271,6","5103,33","10648,17"
259,7,22,22,20,"5972,88","271,6","5103,33","10648,17"
260,8,22,22,20,"6048,1","271,6","5103,33","10648,17"
261,9,22,22,20,"2426,91","271,6","5103,33","10648,17"
262,10,22,22,20,"8825,48","271,6","5103,33","10648,17"
263,11,22,22,20,"681,58","271,6","5103,33","10648,17"
264,12,22,22,20,"8293,5","271,6","5103,33","10648,17"
265,1,23,23,21,"4392,56","321,73","7175,25","14869,63"
266,2,23,23,21,"2620,32","321,73","7175,25","14869,63"
267,3,23,23,21,"11320,08","321,73","7175,25","14869,63"
268,4,23,23,21,"10023,65","321,73","7175,25","14869,63"
269,5,23,23,21,"12417,11","321,73","7175,25","14869,63"
270,6,23,23,21,"3717,39","321,73","7175,25","14869,63"
271,7,23,23,21,"13086,71","321,73","7175,25","14869,63"
272,8,23,23,21,"10617,44","321,73","7175,25","14869,63"
273,9,23,23,21,"8220,73","321,73","7175,25","14869,63"
274,10,23,23,21,"16468,31","321,73","7175,25","14869,63"
275,11,23,23,21,"3633,56","321,73","7175,25","14869,63"
276,12,23,23,21,"17168,22","321,73","7175,25","14869,63"
277,1,24,24,22,"8383,9","179,89","5103,33","9173,37"
278,2,24,24,22,"3425,27","179,89","5103,33","9173,37"
279,3,24,24,22,"8293,55","179,89","5103,33","9173,37"
280,4,24,24,22,"1016,56","179,89","5103,33","9173,37"
281,5,24,24,22,"3962,64","179,89","5103,33","9173,37"
282,6,24,24,22,"4357,87","179,89","5103,33","9173,37"
283,7,24,24,22,"3404,98","179,89","5103,33","9173,37"
284,8,24,24,22,"6051,67","179,89","5103,33","9173,37"
285,9,24,24,22,"10010,04","179,89","5103,33","9173,37"
286,10,24,24,22,"6380,59","179,89","5103,33","9173,37"
287,11,24,24,22,"9891,41","179,89","5103,33","9173,37"
288,12,24,24,22,"6101,55","179,89","5103,33","9173,37"
289,1,25,25,23,"13120,01","902,69","7175,25","12709,01"
290,2,25,25,23,"4646,28","902,69","7175,25","12709,01"
291,3,25,25,23,"12147,07","902,69","7175,25","12709,01"
292,4,25,25,23,"8198,58","902,69","7175,25","12709,01"
293,5,25,25,23,"13278,27","902,69","7175,25","12709,01"
294,6,25,25,23,"10538,57","902,69","7175,25","12709,01"
295,7,25,25,23,"1985,43","902,69","7175,25","12709,01"
296,8,25,25,23,"4558,24","902,69","7175,25","12709,01"
297,9,25,25,23,"13035,93","902,69","7175,25","12709,01"
298,10,25,25,23,"4878,8","902,69","7175,25","12709,01"
299,11,25,25,23,"1471,95","902,69","7175,25","12709,01"
300,12,25,25,23,"5074,99","902,69","7175,25","12709,01"
301,1,26,26,24,"3076,12","783,01","6257,21","8705,8"
302,2,26,26,24,"1354,46","783,01","6257,21","8705,8"
303,3,26,26,24,"9191,21","783,01","6257,21","8705,8"
304,4,26,26,24,"8340,89","783,01","6257,21","8705,8"
305,5,26,26,24,"3466,28","783,01","6257,21","8705,8"
306,6,26,26,24,"8814,56","783,01","6257,21","8705,8"
307,7,26,26,24,"7259,91","783,01","6257,21","8705,8"
308,8,26,26,24,"7133,57","783,01","6257,21","8705,8"
309,9,26,26,24,"9277,25","783,01","6257,21","8705,8"
310,10,26,26,24,"9240,16","783,01","6257,21","8705,8"
311,11,26,26,24,"5629,9","783,01","6257,21","8705,8"
312,12,26,26,24,"9159,59","783,01","6257,21","8705,8"
313,1,27,27,25,"7475,73","335,87","6827,6","13247,8"
314,2,27,27,25,"12288,17","335,87","6827,6","13247,8"
315,3,27,27,25,"12554,72","335,87","6827,6","13247,8"
316,4,27,27,25,"6751,17","335,87","6827,6","13247,8"
317,5,27,27,25,"15303,87","335,87","6827,6","13247,8"
318,6,27,27,25,"14838,53","335,87","6827,6","13247,8"
319,7,27,27,25,"10769,36","335,87","6827,6","13247,8"
320,8,27,27,25,"4266,08","335,87","6827,6","13247,8"
321,9,27,27,25,"11068,13","335,87","6827,6","13247,8"
322,10,27,27,25,"2391,94","335,87","6827,6","13247,8"
323,11,27,27,25,"5594,67","335,87","6827,6","13247,8"
324,12,27,27,25,"3301,72","335,87","6827,6","13247,8"
325,1,28,28,26,"9728,15","1589,86","6301,75","9916,38"
326,2,28,28,26,"4534,91","1589,86","6301,75","9916,38"
327,3,28,28,26,"10377,77","1589,86","6301,75","9916,38"
328,4,28,28,26,"4508,21","1589,86","6301,75","9916,38"
329,5,28,28,26,"9397,1","1589,86","6301,75","9916,38"
330,6,28,28,26,"7706,43","1589,86","6301,75","9916,38"
331,7,28,28,26,"5637,47","1589,86","6301,75","9916,38"
332,8,28,28,26,"9957,52","1589,86","6301,75","9916,38"
333,9,28,28,26,"8993,08","1589,86","6301,75","9916,38"
334,10,28,28,26,"3986,62","1589,86","6301,75","9916,38"
335,11,28,28,26,"4279,17","1589,86","6301,75","9916,38"
336,12,28,28,26,"2051,25","1589,86","6301,75","9916,38"
337,1,29,29,27,"9315,57","973,41","6301,75","9903,11"
338,2,29,29,27,"5300,46","973,41","6301,75","9903,11"
339,3,29,29,27,"5179,48","973,41","6301,75","9903,11"
340,4,29,29,27,"6678,63","973,41","6301,75","9903,11"
341,5,29,29,27,"6535,86","973,41","6301,75","9903,11"
342,6,29,29,27,"5781,47","973,41","6301,75","9903,11"
343,7,29,29,27,"10327,03","973,41","6301,75","9903,11"
344,8,29,29,27,"7273,3","973,41","6301,75","9903,11"
345,9,29,29,27,"5395,25","973,41","6301,75","9903,11"
346,10,29,29,27,"10572,01","973,41","6301,75","9903,11"
347,11,29,29,27,"1642,31","973,41","6301,75","9903,11"
348,12,29,29,27,"9646,43","973,41","6301,75","9903,11"
349,1,30,30,28,"2295,21","1093,0","6301,75","11741,39"
350,2,30,30,28,"8919,37","1093,0","6301,75","11741,39"
351,3,30,30,28,"3083,21","1093,0","6301,75","11741,39"
352,4,30,30,28,"7094,12","1093,0","6301,75","11741,39"
353,5,30,30,28,"11671,02","1093,0","6301,75","11741,39"
354,6,30,30,28,"5147,1","1093,0","6301,75","11741,39"
355,7,30,30,28,"8801,14","1093,0","6301,75","11741,39"
356,8,30,30,28,"8465,4","1093,0","6301,75","11741,39"
357,9,30,30,28,"12943,6","1093,0","6301,75","11741,39"
358,10,30,30,28,"3698,39","1093,0","6301,75","11741,39"
359,11,30,30,28,"12450,2","1093,0","6301,75","11741,39"
360,12,30,30,28,"5478,77","1093,0","6301,75","11741,39"
361,1,31,31,29,"8506,53","410,75","6301,75","12460,67"
362,2,31,31,29,"13105,24","410,75","6301,75","12460,67"
363,3,31,31,29,"8969,28","410,75","6301,75","12460,67"
364,4,31,31,29,"1055,32","410,75","6301,75","12460,67"
365,5,31,31,29,"1209,11","410,75","6301,75","12460,67"
366,6,31,31,29,"7616,33","410,75","6301,75","12460,67"
367,7,31,31,29,"3172,35","410,75","6301,75","12460,67"
368,8,31,31,29,"7603,26","410,75","6301,75","12460,67"
369,9,31,31,29,"3382,95","410,75","6301,75","12460,67"
370,10,31,31,29,"10940,29","410,75","6301,75","12460,67"
371,11,31,31,29,"11529,4","410,75","6301,75","12460,67"
372,12,31,31,29,"6265,77","410,75","6301,75","12460,67"
373,1,32,32,30,"4672,46","1103,61","4920,6","8215,39"
374,2,32,32,30,"5569,84","1103,61","4920,6","8215,39"
375,3,32,32,30,"2275,21","1103,61","4920,6","8215,39"
376,4,32,32,30,"6274,32","1103,61","4920,6","8215,39"
377,5,32,32,30,"8433,56","1103,61","4920,6","8215,39"
378,6,32,32,30,"1750,48","1103,61","4920,6","8215,39"
379,7,32,32,30,"4875,1","1103,61","4920,6","8215,39"
380,8,32,32,30,"8862,26","1103,61","4920,6","8215,39"
381,9,32,32,30,"8461,92","1103,61","4920,6","8215,39"
382,10,32,32,30,"5412,23","1103,61","4920,6","8215,39"
383,11,32,32,30,"6068,67","1103,61","4920,6","8215,39"
384,12,32,32,30,"4153,64","1103,61","4920,6","8215,39"
385,1,33,33,31,"13122,29","108,05","6301,75","12020,94"
386,2,33,33,31,"6406,92","108,05","6301,75","12020,94"
387,3,33,33,31,"8971,92","108,05","6301,75","12020,94"
388,4,33,33,31,"5466,1","108,05","6301,75","12020,94"
389,5,33,33,31,"4470,65","108,05","6301,75","12020,94"
390,6,33,33,31,"10776,14","108,05","6301,75","12020,94"
391,7,33,33,31,"1972,84","108,05","6301,75","12020,94"
392,8,33,33,31,"12869,96","108,05","6301,75","12020,94"
393,9,33,33,31,"1209,4","108,05","6301,75","12020,94"
394,10,33,33,31,"11014,69","108,05","6301,75","12020,94"
395,11,33,33,31,"7420,1","108,05","6301,75","12020,94"
396,12,33,33,31,"5136,19","108,05","6301,75","12020,94"
397,1,34,34,32,"1512,47","152,95","5103,33","10845,6"
398,2,34,34,32,"9283,49","152,95","5103,33","10845,6"
399,3,34,34,32,"7943,03","152,95","5103,33","10845,6"
400,4,34,34,32,"9824,19","152,95","5103,33","10845,6"
401,5,34,34,32,"3389,1","152,95","5103,33","10845,6"
402,6,34,34,32,"4241,99","152,95","5103,33","10845,6"
403,7,34,34,32,"10262,62","152,95","5103,33","10845,6"
404,8,34,34,32,"913,69","152,95","5103,33","10845,6"
405,9,34,34,32,"11606,34","152,95","5103,33","10845,6"
406,10,34,34,32,"2683,79","152,95","5103,33","10845,6"
407,11,34,34,32,"939,25","152,95","5103,33","10845,6"
408,12,34,34,32,"7768,91","152,95","5103,33","10845,6"
409,1,35,35,33,"4653,8","735,88","6030,09","13974,97"
410,2,35,35,33,"2952,22","735,88","6030,09","13974,97"
411,3,35,35,33,"14648,8","735,88","6030,09","13974,97"
412,4,35,35,33,"4501,12","735,88","6030,09","13974,97"
413,5,35,35,33,"3655,82","735,88","6030,09","13974,97"
414,6,35,35,33,"6461,18","735,88","6030,09","13974,97"
415,7,35,35,33,"6738,84","735,88","6030,09","13974,97"
416,8,35,35,33,"11586,76","735,88","6030,09","13974,97"
417,9,35,35,33,"2799,58","735,88","6030,09","13974,97"
418,10,35,35,33,"12908,07","735,88","6030,09","13974,97"
419,11,35,35,33,"8131,13","735,88","6030,09","13974,97"
420,12,35,35,33,"1409,71","735,88","6030,09","13974,97"
421,1,36,36,34,"10342,34","1926,37","5745,37","9995,68"
422,2,36,36,34,"5298,83","1926,37","5745,37","9995,68"
423,3,36,36,34,"5880,23","1926,37","5745,37","9995,68"
424,4,36,36,34,"2304,66","1926,37","5745,37","9995,68"
425,5,36,36,34,"10373,97","1926,37","5745,37","9995,68"
426,6,36,36,34,"5940,12","1926,37","5745,37","9995,68"
427,7,36,36,34,"5684,1","1926,37","5745,37","9995,68"
428,8,36,36,34,"7223,95","1926,37","5745,37","9995,68"
429,9,36,36,34,"2495,48","1926,37","5745,37","9995,68"
430,10,36,36,34,"7288,42","1926,37","5745,37","9995,68"
431,11,36,36,34,"7677,87","1926,37","5745,37","9995,68"
432,12,36,36,34,"2973,91","1926,37","5745,37","9995,68"
433,1,37,37,35,"8474,51","2611,13","6301,75","8336,0"
434,2,37,37,35,"5056,29","2611,13","6301,75","8336,0"
435,3,37,37,35,"5078,53","2611,13","6301,75","8336,0"
436,4,37,37,35,"2749,64","2611,13","6301,75","8336,0"
437,5,37,37,35,"7724,03","2611,13","6301,75","8336,0"
438,6,37,37,35,"6256,32","2611,13","6301,75","8336,0"
439,7,37,37,35,"7818,07","2611,13","6301,75","8336,0"
440,8,37,37,35,"3831,58","2611,13","6301,75","8336,0"
441,9,37,37,35,"6979,32","2611,13","6301,75","8336,0"
